Book_Name,Description,Author,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length,Cover_IMG,Book_URL
Million Dollar Micro Business,How to Turn Your Expertise into a Digital Online Course,Tina Tower,,Not rated yet,"₹1,328.00","['Language:', 'English']",Length: 9 hrs and 18 mins,https://m.media-amazon.com/images/I/41WiUtCNliL._SL500_.jpg,https://www.audible.in/pd/Million-Dollar-Micro-Business-Audiobook/B09MSN8TQ1
The Rape of the Mind,"The Psychology of Thought Control, Menticide, and Brainwashing",Dr. Joost A.M. Meerloo,,Not rated yet,₹351.00,"['Language:', 'English']",Length: 10 hrs and 23 mins,https://m.media-amazon.com/images/I/51A7glau3NL._SL500_.jpg,https://www.audible.in/pd/The-Rape-of-the-Mind-Audiobook/B09QRRZ37Z
93 Extraordinary Referral Systems,Jay Abraham's Money-Making Strategy Clusters,Jay Abraham,4.5 out of 5 stars,3 ratings,"₹1,003.00","['Language:', 'English']",Length: 3 hrs and 22 mins,https://m.media-amazon.com/images/I/51cKEMAfUOL._SL500_.jpg,https://www.audible.in/pd/93-Extraordinary-Referral-Systems-Audiobook/B079T9Y2R1
Girl on Fire,"How to Choose Yourself, Burn the Rule Book, and Blaze Your Own Trail in Life and Business",Cara Alwill Leyba,,Not rated yet,₹233.00,"['Language:', 'English']",Length: 2 hrs and 29 mins,https://m.media-amazon.com/images/I/41adLnQpWFL._SL500_.jpg,https://www.audible.in/pd/Girl-on-Fire-Audiobook/B09D1Y6X3D
High-Profit Prospecting,Powerful Strategies to Find the Best Leads and Drive Breakthrough Sales Results,Mark Hunter CSP,5 out of 5 stars,1 rating,₹703.00,"['Language:', 'English']",Length: 6 hrs and 10 mins,https://m.media-amazon.com/images/I/51f1+mevm7L._SL500_.jpg,https://www.audible.in/pd/High-Profit-Prospecting-Audiobook/B079GBWWPD
Unstoppable,,Sonu Bhasin,4.5 out of 5 stars,6 ratings,₹879.00,"['Language:', 'English']",Length: 9 hrs and 28 mins,https://m.media-amazon.com/images/I/51yyH8UIOwL._SL500_.jpg,https://www.audible.in/pd/Unstoppable-Audiobook/B086BBQ4DM
Lunáticos - Loonshots [Loonshots],Como cultivar ideias inovadoras capazes de mudar o mundo,Safi Bahcall,,Not rated yet,₹187.00,"['Language:', 'portuguese']",Length: 16 hrs and 34 mins,https://m.media-amazon.com/images/I/41YYSM-f91L._SL500_.jpg,https://www.audible.in/pd/Lunaticos-Loonshots-Loonshots-Audiobook/B09TG7KB41
Space Is Open for Business,The Industry That Can Transform Humanity,Mr. Robert Conway Jacobson,,Not rated yet,₹609.00,"['Language:', 'English']",Length: 12 hrs and 19 mins,https://m.media-amazon.com/images/I/51G7kpNiRdL._SL500_.jpg,https://www.audible.in/pd/Space-Is-Open-for-Business-Audiobook/B09PNWNCZP
Leading with AI and Analytics,Build Your Data Science IQ to Drive Business Value,Eric Anderson,5 out of 5 stars,1 rating,₹703.00,"['Language:', 'English']",Length: 11 hrs and 25 mins,https://m.media-amazon.com/images/I/41jy70gLzVL._SL500_.jpg,https://www.audible.in/pd/Leading-with-AI-and-Analytics-Audiobook/B09R2JD2DS
The Basics of Entrepreneurship,Learn the Concepts of What It Takes to Become an Entrepreneur,Sasan Seyedi,,Not rated yet,₹23.00,"['Language:', 'English']",Length: 1 hr and 8 mins,https://m.media-amazon.com/images/I/61i8NN5jZMS._SL500_.jpg,https://www.audible.in/pd/The-Basics-of-Entrepreneurship-Audiobook/B09PFBWD9W
P.S. You're a Genius,An Unconventional Guide to Finding Your Innate Gifts (Even When You Feel Like You Have None),Kelly Trach,,Not rated yet,₹586.00,"['Language:', 'English']",Length: 5 hrs and 51 mins,https://m.media-amazon.com/images/I/51VvCX28-KL._SL500_.jpg,https://www.audible.in/pd/PS-Youre-a-Genius-Audiobook/B09QBZYFYL
Give Great Presentations,How to Speak Confidently and Make Your Point,Bloomsbury Publishing,,Not rated yet,₹569.00,"['Language:', 'English']",Length: 2 hrs and 11 mins,https://m.media-amazon.com/images/I/41jeeXhBWzL._SL500_.jpg,https://www.audible.in/pd/Give-Great-Presentations-Audiobook/B09NCBNN77
Coaching for Leadership,"Writings on Leadership from the World's Greatest Coaches, 3rd Edition",Marshall Goldsmith,,Not rated yet,₹836.00,"['Language:', 'English']",Length: 11 hrs and 37 mins,https://m.media-amazon.com/images/I/51Xg9ziVn1L._SL500_.jpg,https://www.audible.in/pd/Coaching-for-Leadership-Audiobook/1663708371
The Ten Pillars of Success,,Josephine Perry,5 out of 5 stars,1 rating,₹759.00,"['Language:', 'English']",Length: 9 hrs and 55 mins,https://m.media-amazon.com/images/I/51DyeQ1ZcNL._SL500_.jpg,https://www.audible.in/pd/The-Ten-Pillars-of-Success-Audiobook/B09CDW68PT
Stock Market Options Trading,,,5 out of 5 stars,1 rating,,,,https://m.media-amazon.com/images/I/51eMahdSzUS._SL500_.jpg,https://www.audible.in/pd/Stock-Market-Options-Trading-Podcast/B08K5JTBCP
Public Power Now,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/4145C8QN9WS._SL500_.jpg,https://www.audible.in/pd/Public-Power-Now-Podcast/B08K5JRJJ1
Remote,Office Not Required,Jason Fried,4.5 out of 5 stars,21 ratings,₹628.00,"['Language:', 'English']",Length: 3 hrs and 22 mins,https://m.media-amazon.com/images/I/41PLDxKsp9L._SL500_.jpg,https://www.audible.in/pd/Remote-Audiobook/B079BBL5KR
Ganhando tração [Traction],Assuma o controle de sua empresa [Get a Grip on Your Business],Gino Wickman,,Not rated yet,₹164.00,"['Language:', 'portuguese']",Length: 9 hrs and 23 mins,https://m.media-amazon.com/images/I/51wkJmqa07L._SL500_.jpg,https://www.audible.in/pd/Ganhando-tracao-Traction-Audiobook/B09SGW8Z3P
Unfear,Transform Your Organization to Create Breakthrough Performance and Employee Well-Being,Gaurav Bhatnagar,,Not rated yet,"₹1,172.00","['Language:', 'English']",Length: 8 hrs and 25 mins,https://m.media-amazon.com/images/I/41lRRvA7HmL._SL500_.jpg,https://www.audible.in/pd/Unfear-Audiobook/B09DLFTVFQ
History's Greatest Speeches - The Complete Collection,,Jesus Christ,,Not rated yet,₹585.00,"['Language:', 'English']",Length: 15 hrs and 24 mins,https://m.media-amazon.com/images/I/51G1NPF0sCL._SL500_.jpg,https://www.audible.in/pd/Historys-Greatest-Speeches-The-Complete-Collection-Audiobook/B09KFHPWLQ
Inked,The Ultimate Guide to Powerful Closing and Negotiation Tactics That Unlock YES and Seal the Deal,Jeb Blount,5 out of 5 stars,2 ratings,₹586.00,"['Language:', 'English']",Length: 7 hrs and 37 mins,https://m.media-amazon.com/images/I/419Phi-w61L._SL500_.jpg,https://www.audible.in/pd/Inked-Audiobook/B084D78CH4
The Innovator's Solution,Creating and Sustaining Successful Growth,Clayton M. Christensen,4 out of 5 stars,5 ratings,₹937.00,"['Language:', 'English']",Length: 9 hrs and 21 mins,https://m.media-amazon.com/images/I/51HUN-DO3NL._SL500_.jpg,https://www.audible.in/pd/The-Innovators-Solution-Audiobook/B01N4GDSEP
The Billion Dollar Molecule,One Company's Quest for the Perfect Drug,Barry Werth,,Not rated yet,₹820.00,"['Language:', 'English']",Length: 18 hrs and 25 mins,https://m.media-amazon.com/images/I/41rvWlctCVL._SL500_.jpg,https://www.audible.in/pd/The-Billion-Dollar-Molecule-Audiobook/B09M46SVGH
"Speak with No Fear: Go from a Nervous, Nauseated, and Sweaty Speaker to an Excited, Energized, and Passionate Presenter",,Mike Acker,4.5 out of 5 stars,5 ratings,₹233.00,"['Language:', 'English']",Length: 2 hrs and 49 mins,https://m.media-amazon.com/images/I/41VFlG76-8L._SL500_.jpg,https://www.audible.in/pd/Speak-with-No-Fear-Go-from-a-Nervous-Nauseated-and-Sweaty-Speaker-to-an-Excited-Energized-and-Passionate-Presenter-Audiobook/B07V4SXGPQ
Overcoming Top Sales Objections,"How to Handle the Most Difficult Sales Objections to Closing a Sale, Made for Success",Made for Success,4 out of 5 stars,1 rating,₹585.00,"['Language:', 'English']",Length: 3 hrs and 12 mins,https://m.media-amazon.com/images/I/51wJ5zX-kTL._SL500_.jpg,https://www.audible.in/pd/Overcoming-Top-Sales-Objections-Audiobook/B01MZ22OZJ
Cyber Security Interviews,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/51ZVW0Ui-SL._SL500_.jpg,https://www.audible.in/pd/Cyber-Security-Interviews-Podcast/B08JKKCFKN
The Cleveland Clinic Way,Lessons in Excellence from One of the World's Leading Health Care Organizations,Toby Cosgrove,,Not rated yet,₹586.00,"['Language:', 'English']",Length: 6 hrs and 47 mins,https://m.media-amazon.com/images/I/51MF9+KEDUL._SL500_.jpg,https://www.audible.in/pd/The-Cleveland-Clinic-Way-Audiobook/B099M1RQNP
Running Meetings,,Harvard Business Review,4 out of 5 stars,5 ratings,₹233.00,"['Language:', 'English']",Length: 1 hr and 17 mins,https://m.media-amazon.com/images/I/51y13fdfzbL._SL500_.jpg,https://www.audible.in/pd/Running-Meetings-Audiobook/B01N1UM760
Bloomberg Law,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41H2tVT7TrL._SL500_.jpg,https://www.audible.in/pd/Bloomberg-Law-Podcast/B08JKM5NWD
The Silk Road Rediscovered,How Indian and Chinese Companies Are Becoming Globally Stronger by Winning in Each Other's Markets,Anil K. Gupta,,Not rated yet,₹668.00,"['Language:', 'English']",Length: 7 hrs and 32 mins,https://m.media-amazon.com/images/I/51zKEs1DSrL._SL500_.jpg,https://www.audible.in/pd/The-Silk-Road-Rediscovered-Audiobook/1663709572
The Power of Outrageous Marketing,"Use the Time-Tested Secrets of Tycoons, Titans, and Billionaires to Get Rich in Your Own Business!",Dr. Joe Vitale,5 out of 5 stars,1 rating,"₹1,774.00","['Language:', 'English']",Length: 8 hrs and 18 mins,https://m.media-amazon.com/images/I/617ZrwEJVrL._SL500_.jpg,https://www.audible.in/pd/The-Power-of-Outrageous-Marketing-Audiobook/B079WVMJ29
Big Data in Practice,How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,Bernard Marr,4.5 out of 5 stars,12 ratings,₹668.00,"['Language:', 'English']",Length: 7 hrs and 25 mins,https://m.media-amazon.com/images/I/51Mahnrt7oL._SL500_.jpg,https://www.audible.in/pd/Big-Data-in-Practice-Audiobook/B074KNHCF3
Thriving,"The Breakthrough Movement to Regenerate Nature, Society, and the Economy",Wayne Visser,,Not rated yet,₹491.00,"['Language:', 'English']",Length: 11 hrs and 8 mins,https://m.media-amazon.com/images/I/51KFdudIBKL._SL500_.jpg,https://www.audible.in/pd/Thriving-Audiobook/B09SBW72L2
The Gap And The Gain,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/51f42xhJ4ZL._SL500_.jpg,https://www.audible.in/pd/Podcast/B08K5MWV5K
Hustle And Flowchart - Web3 and The Creator Economy,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/51mbFP-9LTL._SL500_.jpg,https://www.audible.in/pd/The-Hustle-And-Flowchart-Podcast-Podcast/B08JKMJLZG
The Brainy Business | Understanding the Psychology of Why People Buy | Behavioral Economics,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41MOEel3UbL._SL500_.jpg,https://www.audible.in/pd/The-Brainy-Business-Understanding-the-Psychology-of-Why-People-Buy-Behavioral-Economics-Podcast/B08JKLMDV3
Effective Engineering Manager,,,5 out of 5 stars,2 ratings,,,,https://m.media-amazon.com/images/I/41REGtgC5JL._SL500_.jpg,https://www.audible.in/pd/Effective-Engineering-Manager-Podcast/B08JKL9RZQ
Adventures in Business,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41Bh0YI-CJS._SL500_.jpg,https://www.audible.in/pd/Podcast/B08JKL4L2D
ABA Law Student Podcast,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/51uImUUXQxL._SL500_.jpg,https://www.audible.in/pd/ABA-Law-Student-Podcast-Podcast/B08JKK1PXL
The Communication Guys Podcast: Communication Excellence | Professional and Personal Success,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/51BJbx9bqGS._SL500_.jpg,https://www.audible.in/pd/The-Communication-Guys-Podcast-Communication-Excellence-Professional-and-Personal-Success-Podcast/B08JKJYYRQ
LOKI Speaks (Telugu Podcast),,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41agBslOHqS._SL500_.jpg,https://www.audible.in/pd/Podcast/B08JKJ3Z6N
What Is Strategy?,,Professor Michael E. Porter,,Not rated yet,₹99.00,"['Language:', 'English']",Length: 56 mins,https://m.media-amazon.com/images/I/41XIXGF6KNL._SL500_.jpg,https://www.audible.in/pd/What-Is-Strategy-Audiobook/B09MZQ2X51
Business Wars,,,5 out of 5 stars,1 rating,,,,https://m.media-amazon.com/images/I/515br2jtmcL._SL500_.jpg,https://www.audible.in/pd/Business-Wars-Podcast/B08JKLMQ3V
The Porn Reboot Podcast,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41NLR2pQCOL._SL500_.jpg,https://www.audible.in/pd/The-Porn-Reboot-Podcast-Podcast/B08K5NVCCL
10x Talk,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/51SGeqAcHCL._SL500_.jpg,https://www.audible.in/pd/10x-Talk-Podcast/B08K5N1G9V
The 5am Club Podcast,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41o7hz+aukL._SL500_.jpg,https://www.audible.in/pd/The-Ludlow-Street-Podcast-Podcast/B08K5MBJW8
Get Sellers Calling You: real estate agent marketing agent coaching Realtor Tom Ferry Brian Buffini Gary Vaynerchuck Grant Cardone Mike Ferry Tim Ferris Tim Julie Harris Gary Keller Millionaire Real Estate Agent MAPS coaching bigger pockets rookie agent,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/516ThJuSxQL._SL500_.jpg,https://www.audible.in/pd/Podcast/B08K5K9GPQ
After Dinner Investor | Value Investing Podcast On The Hunt For No-Brainer Stock Investments,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41s664vVCiL._SL500_.jpg,https://www.audible.in/pd/After-Dinner-Investor-Value-Investing-Podcast-On-The-Hunt-For-No-Brainer-Stock-Investments-Podcast/B08K5JPBBW
The Education of a Value Investor,,,4 out of 5 stars,1 rating,,,,https://m.media-amazon.com/images/I/51At3TcafqL._SL500_.jpg,https://www.audible.in/pd/The-Education-of-a-Value-Investor-Podcast/B08K5HV2C1
Scaling SaaS Operations,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/5152e2UqEhS._SL500_.jpg,https://www.audible.in/pd/Scaling-SaaS-Operations-Podcast/B08JKN4LCQ
"The Strategy Skills Podcast: Management Consulting | Strategy, Operations & Implementation | Critical Thinking",,,,Not rated yet,,,,https://m.media-amazon.com/images/I/417ZgojtfGL._SL500_.jpg,https://www.audible.in/pd/The-Strategy-Skills-Podcast-Management-Consulting-Strategy-Operations-Implementation-Critical-Thinking-Podcast/B08JKN42WV
Raw Sauce,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41N3gffswIL._SL500_.jpg,https://www.audible.in/pd/Raw-Sauce-Podcast/B08JKLYZ9D
Club 5am Latino,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/41t3VJHbDjS._SL500_.jpg,https://www.audible.in/pd/Club-5am-Latino-Podcast/B08JKLG1CQ
Business Wars Daily,,,,Not rated yet,,,,https://m.media-amazon.com/images/I/51KK-dWCbWS._SL500_.jpg,https://www.audible.in/pd/Business-Wars-Daily-Podcast/B08JKJ1CCR
The Toyota Way Fieldbook,,Jeffrey K. Liker,,Not rated yet,"₹1,675.00","['Language:', 'English']",Length: 15 hrs and 33 mins,https://m.media-amazon.com/images/I/514uiGQ16NS._SL500_.jpg,https://www.audible.in/pd/The-Toyota-Way-Fieldbook-Audiobook/B097CG9RWC
Warren Buffett,Inside the Ultimate Money Mind,Robert G. Hagstrom,4.5 out of 5 stars,4 ratings,₹586.00,"['Language:', 'English']",Length: 9 hrs and 50 mins,https://m.media-amazon.com/images/I/51c1CaVkQJL._SL500_.jpg,https://www.audible.in/pd/Warren-Buffett-Audiobook/1663712441
Finish,Give Yourself the Gift of Done,Jon Acuff,4.5 out of 5 stars,39 ratings,₹754.00,"['Language:', 'English']",Length: 4 hrs and 58 mins,https://m.media-amazon.com/images/I/51CMJlj6JaL._SL500_.jpg,https://www.audible.in/pd/Finish-Audiobook/B074P9DP3Y
EGO vs. EQ,How Top Business Leaders Beat 8 Ego Traps with Emotional Intelligence,Jen Shirkani,5 out of 5 stars,2 ratings,₹633.00,"['Language:', 'English']",Length: 5 hrs and 34 mins,https://m.media-amazon.com/images/I/51P67MtUcCL._SL500_.jpg,https://www.audible.in/pd/EGO-vs-EQ-Audiobook/B079QWYNSZ
Follow Up and Close the Sale,Make Easy (and Effective) Follow-Up Your Winning Habit,Jeff Shore,,Not rated yet,₹586.00,"['Language:', 'English']",Length: 4 hrs and 58 mins,https://m.media-amazon.com/images/I/51pzzsT1GfL._SL500_.jpg,https://www.audible.in/pd/Follow-Up-and-Close-the-Sale-Audiobook/B09PB2H9YF
"Google Ads, Google SEO & Google Analytics","Von Google Analytics über Google Shopping bis zu Google Adwords - Google Marketing von A-Z, alles über dein Google Business",Paul Reichenbach,,Not rated yet,₹267.00,"['Language:', 'german']",Length: 2 hrs and 33 mins,https://m.media-amazon.com/images/I/51my2W6NrZL._SL500_.jpg,https://www.audible.in/pd/Google-Ads-Google-SEO-Google-Analytics-Audiobook/B09QD43QLF
The Happy Inbox,How to Have a Stress-Free Relationship with Your Email and Overcome Your Communication Clutter,Maura Nevel Thomas,,Not rated yet,₹234.00,"['Language:', 'English']",Length: 1 hr and 42 mins,https://m.media-amazon.com/images/I/41Cgol6BQdL._SL500_.jpg,https://www.audible.in/pd/The-Happy-Inbox-Audiobook/B09RGNPGW3
The Complete Idiot's Guide to Economics,,Tom Gorman,,Not rated yet,"₹1,093.00","['Language:', 'English']",Length: 15 hrs and 27 mins,https://m.media-amazon.com/images/I/51v0LVmsjWL._SL500_.jpg,https://www.audible.in/pd/The-Complete-Idiots-Guide-to-Economics-Audiobook/B09BFZ88JH
5 Rules of Production,Production Management for Seniors Managers,Marcus Karl Haman,,Not rated yet,₹233.00,"['Language:', 'English']",Length: 1 hr and 11 mins,https://m.media-amazon.com/images/I/51qTeYyn7TL._SL500_.jpg,https://www.audible.in/pd/5-Rules-of-Production-Audiobook/B09QRH23TG
5 Rules of Production,Production Management for Seniors Managers,Marcus Karl Haman,,Not rated yet,₹233.00,"['Language:', 'English']",Length: 1 hr and 11 mins,https://m.media-amazon.com/images/I/51qTeYyn7TL._SL500_.jpg,https://www.audible.in/pd/5-Rules-of-Production-Audiobook/B09QRH23TG
"Lean Six Sigma for Dummies, 4th Edition",,Martin Brenig-Jones,,Not rated yet,₹703.00,"['Language:', 'English']",Length: 11 hrs and 20 mins,https://m.media-amazon.com/images/I/51mqKV0odEL._SL500_.jpg,https://www.audible.in/pd/Lean-Six-Sigma-for-Dummies-4th-Edition-Audiobook/B09NB3CC8D
The Innovator's DNA,Mastering the Five Skills of Disruptive Innovators,Jeff Dyer,5 out of 5 stars,8 ratings,₹844.00,"['Language:', 'English']",Length: 7 hrs and 32 mins,https://m.media-amazon.com/images/I/51Mfdk23bcL._SL500_.jpg,https://www.audible.in/pd/The-Innovators-DNA-Audiobook/B079BG85X9
Customer Data Platforms,Use People Data to Transform the Future of Marketing Engagement,Martin Kihn,5 out of 5 stars,1 rating,₹586.00,"['Language:', 'English']",Length: 9 hrs and 9 mins,https://m.media-amazon.com/images/I/41Ad5KuavRS._SL500_.jpg,https://www.audible.in/pd/Customer-Data-Platforms-Audiobook/B093J48723
Amazon FBA in 2021 and Beyond,"The Ultimate Blueprint Step-by-Step Beginners Guide for Dummies to Build a 20,000/Month E-Commerce Business from Home by Selling on Amazon",Simon Gold,,Not rated yet,₹501.00,"['Language:', 'English']",Length: 3 hrs and 30 mins,https://m.media-amazon.com/images/I/41rERcGG0MS._SL500_.jpg,https://www.audible.in/pd/Amazon-FBA-in-2021-and-Beyond-Audiobook/B094NRVTCD
The Creator Mindset,"92 Tools to Unlock the Secrets to Innovation, Growth, and Sustainability",Nir Bashan,5 out of 5 stars,2 ratings,₹586.00,"['Language:', 'English']",Length: 4 hrs and 46 mins,https://m.media-amazon.com/images/I/51R1lcXP9YS._SL500_.jpg,https://www.audible.in/pd/The-Creator-Mindset-Audiobook/1638410003
The Lean Turnaround,How Business Leaders Use Lean Principles to Create Value and Transform Their Company,Art Byrne,,Not rated yet,₹586.00,"['Language:', 'English']",Length: 6 hrs and 4 mins,https://m.media-amazon.com/images/I/5122y1TTfRL._SL500_.jpg,https://www.audible.in/pd/The-Lean-Turnaround-Audiobook/1638416559
